"left daughter","right daughter","split var","split point","status","prediction"
2,3,"Bus",0.5,1,NA
4,5,"currstudent",0.5,1,NA
6,7,"electronics_store",0.054093567251462,1,NA
8,9,"pharmacy",0.054093567251462,1,NA
10,11,"clothing_store",0.0263157894736842,1,NA
12,13,"currstudent",0.5,1,NA
14,15,"health",0.0571895424836601,1,NA
16,17,"home_goods_store",0.0263157894736842,1,NA
18,19,"church",0.0263157894736842,1,NA
20,21,"numestablishment",5.5,1,NA
22,23,"shopping_mall",0.054093567251462,1,NA
24,25,"department_store",0.0263157894736842,1,NA
26,27,"cafe",0.054093567251462,1,NA
28,29,"doctor",0.0277777777777778,1,NA
30,31,"nearesttag.university",0.5,1,NA
32,33,"meal_takeaway",0.0263157894736842,1,NA
34,35,"nearesttag.restaurant",0.5,1,NA
36,37,"food",0.0606617647058823,1,NA
38,39,"tripnum",1.5,1,NA
40,41,"Walk",0.5,1,NA
42,43,"parking",0.0277777777777778,1,NA
44,45,"tripnum",1.5,1,NA
46,47,"pet_store",0.0634920634920635,1,NA
48,49,"car_repair",0.0263157894736842,1,NA
50,51,"nearesttag.restaurant",0.5,1,NA
52,53,"nearesttag.shoe_store",0.5,1,NA
54,55,"actdur",62,1,NA
56,57,"store",0.138888888888889,1,NA
0,0,NA,0,-1,"Eat out"
58,59,"electronics_store",0.100840336134454,1,NA
0,0,NA,0,-1,"Education"
60,61,"atm",0.0263157894736842,1,NA
62,63,"worker",0.5,1,NA
64,65,"finance",0.0263157894736842,1,NA
66,67,"department_store",0.0263157894736842,1,NA
68,69,"atm",0.0263157894736842,1,NA
70,71,"laundry",0.208333333333333,1,NA
72,73,"actdur",54.5,1,NA
74,75,"funeral_home",0.0694444444444444,1,NA
76,77,"nearesttag.restaurant",0.5,1,NA
78,79,"nearesttag.bus_station",0.5,1,NA
80,81,"place_of_worship",0.0263157894736842,1,NA
82,83,"meal_takeaway",0.101010101010101,1,NA
84,85,"clothing_store",0.424812030075188,1,NA
86,87,"general_contractor",0.0263157894736842,1,NA
88,89,"clothing_store",0.0611111111111111,1,NA
90,91,"shopping_mall",0.0982142857142857,1,NA
92,93,"real_estate_agency",0.0634920634920635,1,NA
94,95,"park",0.0732323232323232,1,NA
96,97,"airline_dist",1285.85165,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
98,99,"hospital",0.0972222222222222,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
100,101,"airline_dist",2634.35825,1,NA
102,103,"nearesttag.bar",0.5,1,NA
0,0,NA,0,-1,"Education"
104,105,"prev_purpose_home",0.5,1,NA
106,107,"lawyer",0.0277777777777778,1,NA
0,0,NA,0,-1,"Education"
108,109,"beauty_salon",0.054093567251462,1,NA
110,111,"arrival_time",833,1,NA
112,113,"meal_takeaway",0.121323529411764,1,NA
114,115,"bank",0.0690476190476191,1,NA
116,117,"general_contractor",0.0263157894736842,1,NA
118,119,"night_club",0.054093567251462,1,NA
120,121,"beauty_salon",0.054093567251462,1,NA
122,123,"airline_dist",6690.0867,1,NA
124,125,"movie_rental",0.0627450980392157,1,NA
126,127,"health",0.11437908496732,1,NA
128,129,"hair_care",0.0645833333333334,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
130,131,"nearesttag.bank",0.5,1,NA
132,133,"atm",0.0277777777777778,1,NA
134,135,"actdur",6,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
136,137,"prev_purpose_home",0.5,1,NA
138,139,"actdur",40,1,NA
140,141,"store",0.1,1,NA
142,143,"art_gallery",0.1,1,NA
144,145,"atm",0.0263157894736842,1,NA
146,147,"actdur",110.5,1,NA
148,149,"lawyer",0.0625,1,NA
150,151,"Wednesday",0.5,1,NA
152,153,"arrival_time",925,1,NA
0,0,NA,0,-1,"Education"
154,155,"nearesttag.store",0.5,1,NA
156,157,"bar",0.0838815789473685,1,NA
158,159,"food",0.194444444444444,1,NA
160,161,"finance",0.0277777777777778,1,NA
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
162,163,"accounting",0.0263157894736842,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
164,165,"airline_dist",1339.190845,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
166,167,"meal_takeaway",0.138888888888889,1,NA
168,169,"shopping_mall",0.0833333333333333,1,NA
170,171,"car_dealer",0.171428571428571,1,NA
172,173,"Friday",0.5,1,NA
174,175,"nearesttag.finance",0.5,1,NA
176,177,"food",0.527777777777777,1,NA
178,179,"movie_rental",0.0384615384615384,1,NA
0,0,NA,0,-1,"Eat out"
180,181,"spa",0.0277777777777778,1,NA
182,183,"movie_theater",0.0277777777777778,1,NA
184,185,"arrival_time",1130,1,NA
186,187,"veterinary_care",0.0277777777777778,1,NA
188,189,"food",0.0571895424836601,1,NA
190,191,"dentist",0.054093567251462,1,NA
192,193,"cafe",0.0263157894736842,1,NA
194,195,"nearesttag.restaurant",0.5,1,NA
196,197,"electronics_store",0.0571895424836601,1,NA
198,199,"accounting",0.03125,1,NA
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Eat out"
