"left daughter","right daughter","split var","split point","status","prediction"
2,3,"school",0.190909090909091,1,NA
4,5,"worker",0.5,1,NA
6,7,"laundry",0.0277777777777778,1,NA
8,9,"Bus",0.5,1,NA
10,11,"movie_rental",0.0571895424836601,1,NA
12,13,"bus_station",0.154761904761905,1,NA
14,15,"nearesttag.school",0.5,1,NA
16,17,"tripnum",1.5,1,NA
18,19,"cafe",0.054093567251462,1,NA
20,21,"tripnum",1.5,1,NA
22,23,"nearesttag.restaurant",0.5,1,NA
24,25,"tripnum",1.5,1,NA
26,27,"actdur",29,1,NA
28,29,"food",0.0833333333333335,1,NA
30,31,"liquor_store",0.0416666666666667,1,NA
32,33,"arrival_time",911.5,1,NA
34,35,"pharmacy",0.0263157894736842,1,NA
36,37,"tripnum",1.5,1,NA
38,39,"department_store",0.0277777777777778,1,NA
40,41,"actdur",23.5,1,NA
42,43,"grocery_or_supermarket",0.0263157894736842,1,NA
44,45,"actdur",10.5,1,NA
46,47,"cafe",0.0357142857142857,1,NA
48,49,"nearesttag.atm",0.5,1,NA
50,51,"moving_company",0.125,1,NA
52,53,"actdur",10.5,1,NA
54,55,"car_repair",0.166666666666666,1,NA
56,57,"airline_dist",8469.00075,1,NA
58,59,"bakery",0.0634920634920635,1,NA
60,61,"bus_station",0.1,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
62,63,"restaurant",0.0263157894736842,1,NA
64,65,"food",0.054093567251462,1,NA
66,67,"prev_purpose_home",0.5,1,NA
68,69,"actdur",6.5,1,NA
70,71,"museum",0.0277777777777778,1,NA
72,73,"beauty_salon",0.0263157894736842,1,NA
74,75,"nearesttag.bar",0.5,1,NA
76,77,"pharmacy",0.0277777777777778,1,NA
78,79,"shopping_mall",0.0263157894736842,1,NA
80,81,"lodging",0.145833333333333,1,NA
82,83,"prev_purpose_home",0.5,1,NA
84,85,"pharmacy",0.054093567251462,1,NA
86,87,"accounting",0.0627450980392157,1,NA
88,89,"numestablishment",10.5,1,NA
90,91,"tripnum",7.5,1,NA
92,93,"bus_station",0.0416666666666667,1,NA
94,95,"arrival_time",947.5,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
96,97,"actdur",16.5,1,NA
0,0,NA,0,-1,"Other personal business"
98,99,"airline_dist",894.285525,1,NA
100,101,"electrician",0.1,1,NA
102,103,"airline_dist",22544.9485,1,NA
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Other personal business"
104,105,"meal_delivery",0.0263157894736842,1,NA
0,0,NA,0,-1,"Other personal business"
106,107,"gas_station",0.125,1,NA
0,0,NA,0,-1,"Other personal business"
108,109,"doctor",0.256578947368421,1,NA
110,111,"actdur",247.5,1,NA
112,113,"health",0.628289473684211,1,NA
114,115,"beauty_salon",0.0606617647058823,1,NA
116,117,"arrival_time",1624,1,NA
118,119,"store",0.0606617647058823,1,NA
120,121,"real_estate_agency",0.0263157894736842,1,NA
122,123,"clothing_store",0.0606617647058823,1,NA
124,125,"restaurant",0.0263157894736842,1,NA
126,127,"library",0.25,1,NA
128,129,"food",0.105555555555555,1,NA
130,131,"art_gallery",0.0277777777777778,1,NA
132,133,"bank",0.0277777777777778,1,NA
0,0,NA,0,-1,"Eat out"
134,135,"spa",0.0277777777777778,1,NA
0,0,NA,0,-1,"Shopping"
136,137,"pharmacy",0.0690476190476191,1,NA
138,139,"clothing_store",0.0794117647058823,1,NA
140,141,"food",0.0263157894736842,1,NA
142,143,"Thursday",0.5,1,NA
144,145,"meal_takeaway",0.0263157894736842,1,NA
146,147,"finance",0.0606617647058823,1,NA
148,149,"hospital",0.0263157894736842,1,NA
150,151,"actdur",65,1,NA
152,153,"numestablishment",5.5,1,NA
154,155,"school",0.0333333333333333,1,NA
156,157,"food",0.133928571428572,1,NA
158,159,"gas_station",0.0690476190476191,1,NA
160,161,"bank",0.0871212121212121,1,NA
0,0,NA,0,-1,"Eat out"
162,163,"prev_purpose_home",0.5,1,NA
0,0,NA,0,-1,"Eat out"
164,165,"museum",0.171428571428571,1,NA
166,167,"actdur",17,1,NA
168,169,"real_estate_agency",0.325,1,NA
170,171,"restaurant",0.0871212121212121,1,NA
172,173,"health",0.1,1,NA
174,175,"nearesttag.atm",0.5,1,NA
176,177,"finance",0.3,1,NA
0,0,NA,0,-1,"Other personal business"
178,179,"prev_purpose_home",0.5,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Other personal business"
180,181,"nearesttag.church",0.5,1,NA
182,183,"place_of_worship",0.10989010989011,1,NA
184,185,"doctor",0.296783625730994,1,NA
186,187,"church",0.0940170940170939,1,NA
188,189,"plumber",0.154761904761905,1,NA
190,191,"lodging",0.192982456140351,1,NA
192,193,"home_goods_store",0.054093567251462,1,NA
194,195,"doctor",0.296783625730994,1,NA
196,197,"food",0.0263157894736842,1,NA
198,199,"currstudent",0.5,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Education"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Social/recreation/entertainment/community"
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
