"left daughter","right daughter","split var","split point","status","prediction"
2,3,"pharmacy",0.0263157894736842,1,NA
4,5,"arrival_time",922.5,1,NA
6,7,"pharmacy",0.0571895424836601,1,NA
8,9,"Bus",0.5,1,NA
10,11,"park",0.19375,1,NA
12,13,"grocery_or_supermarket",0.054093567251462,1,NA
14,15,"general_contractor",0.11437908496732,1,NA
16,17,"currstudent",0.5,1,NA
18,19,"currstudent",0.5,1,NA
20,21,"bank",0.0263157894736842,1,NA
22,23,"nearesttag.restaurant",0.5,1,NA
24,25,"shopping_mall",0.0263157894736842,1,NA
26,27,"hair_care",0.0833333333333333,1,NA
28,29,"actdur",14.5,1,NA
30,31,"bank",0.0857142857142857,1,NA
32,33,"arrival_time",600.5,1,NA
34,35,"atm",0.0263157894736842,1,NA
36,37,"library",0.277777777777778,1,NA
38,39,"restaurant",0.0263157894736842,1,NA
40,41,"store",0.0741758241758241,1,NA
42,43,"numestablishment",15.5,1,NA
44,45,"currstudent",0.5,1,NA
46,47,"numestablishment",2.5,1,NA
48,49,"health",0.783625730994152,1,NA
50,51,"store",0.378654970760234,1,NA
52,53,"mosque",0.0277777777777778,1,NA
54,55,"clothing_store",0.0555555555555555,1,NA
56,57,"bakery",0.054093567251462,1,NA
58,59,"currstudent",0.5,1,NA
60,61,"Thursday",0.5,1,NA
62,63,"atm",0.138095238095238,1,NA
64,65,"gas_station",0.0263157894736842,1,NA
66,67,"worker",0.5,1,NA
68,69,"worker",0.5,1,NA
70,71,"health",0.378654970760234,1,NA
72,73,"nearesttag.atm",0.5,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
74,75,"dentist",0.054093567251462,1,NA
0,0,NA,0,-1,"Education"
76,77,"nearesttag.restaurant",0.5,1,NA
78,79,"place_of_worship",0.0690476190476191,1,NA
80,81,"nearesttag.car_rental",0.5,1,NA
82,83,"finance",0.199013157894737,1,NA
84,85,"arrival_time",1739.5,1,NA
86,87,"actdur",21,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
88,89,"numestablishment",6,1,NA
90,91,"arrival_time",1747.5,1,NA
92,93,"Car",0.5,1,NA
94,95,"school",0.0263157894736842,1,NA
96,97,"actdur",8.5,1,NA
98,99,"shopping_mall",0.054093567251462,1,NA
0,0,NA,0,-1,"Other personal business"
100,101,"Tuesday",0.5,1,NA
102,103,"Monday",0.5,1,NA
104,105,"meal_takeaway",0.0606617647058823,1,NA
106,107,"grocery_or_supermarket",0.0277777777777778,1,NA
108,109,"park",0.174242424242424,1,NA
110,111,"church",0.0884615384615385,1,NA
112,113,"doctor",0.03125,1,NA
114,115,"lawyer",0.0263157894736842,1,NA
116,117,"bank",0.15,1,NA
0,0,NA,0,-1,"Shopping"
118,119,"airline_dist",19324.2415,1,NA
0,0,NA,0,-1,"Other personal business"
120,121,"atm",0.0690476190476191,1,NA
122,123,"bar",0.133928571428572,1,NA
124,125,"local_government_office",0.833333333333333,1,NA
126,127,"food",0.054093567251462,1,NA
128,129,"worker",0.5,1,NA
130,131,"fire_station",0.0277777777777778,1,NA
132,133,"Wednesday",0.5,1,NA
0,0,NA,0,-1,"Social/recreation/entertainment/community"
134,135,"tripnum",1.5,1,NA
136,137,"school",0.0277777777777778,1,NA
138,139,"Walk",0.5,1,NA
140,141,"arrival_time",1112.5,1,NA
142,143,"actdur",17.5,1,NA
144,145,"nearesttag.shoe_store",0.5,1,NA
146,147,"school",0.0871212121212121,1,NA
148,149,"atm",0.253246753246753,1,NA
150,151,"beauty_salon",0.0571895424836601,1,NA
152,153,"beauty_salon",0.0263157894736842,1,NA
154,155,"bar",0.416666666666667,1,NA
156,157,"restaurant",0.111111111111111,1,NA
158,159,"nearesttag.gas_station",0.5,1,NA
160,161,"worker",0.5,1,NA
0,0,NA,0,-1,"Eat out"
162,163,"Monday",0.5,1,NA
164,165,"store",0.0804093567251463,1,NA
166,167,"museum",0.0277777777777778,1,NA
168,169,"Walk",0.5,1,NA
170,171,"nearesttag.university",0.5,1,NA
172,173,"Tuesday",0.5,1,NA
174,175,"lawyer",0.0263157894736842,1,NA
176,177,"numestablishment",18.5,1,NA
178,179,"arrival_time",1820.5,1,NA
180,181,"movie_rental",0.054093567251462,1,NA
182,183,"airline_dist",4274.38415,1,NA
0,0,NA,0,-1,"Shopping"
184,185,"liquor_store",0.0277777777777778,1,NA
0,0,NA,0,-1,"Eat out"
0,0,NA,0,-1,"Shopping"
186,187,"grocery_or_supermarket",0.054093567251462,1,NA
188,189,"tripnum",1.5,1,NA
190,191,"department_store",0.25,1,NA
0,0,NA,0,-1,"Other personal business"
192,193,"gym",0.0571895424836601,1,NA
194,195,"nearesttag.pharmacy",0.5,1,NA
196,197,"restaurant",0.27046783625731,1,NA
198,199,"place_of_worship",0.183333333333334,1,NA
0,0,NA,0,-1,"Shopping"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
0,0,NA,0,-1,"Other personal business"
